"exam_code","material_scope","material_group","document_type","source_repo_path","relative_path","original_filename","normalized_id","file_ext","size_bytes","sha256","qa_status","tags","notes"
"SHARED","posner.a failure of capitalism the crisis of _08 and the descent into depression (2009).epub","shared","epub-reference","resources/source-material/shared/Posner.A Failure of Capitalism The Crisis of _08 and the Descent into Depression (2009).epub","Posner.A Failure of Capitalism The Crisis of _08 and the Descent into Depression (2009).epub","Posner.A Failure of Capitalism The Crisis of _08 and the Descent into Depression (2009).epub","shared-epub-reference-posner-a-failure-of-capitalism-the-crisis-of-08-and-the-descent-into-depression-2009",".epub","586235","A18D5D1408561261A1B10BFE73B3EDA9B98C3CA46DF14055C0019127D0D6D851","extracted","",""
"SHARED","potter - deadly spin_ an insurance company insider speaks out on how corporate pr is killing health care and deceiving americans (2010).epub","shared","epub-reference","resources/source-material/shared/Potter - Deadly Spin_ an Insurance Company Insider Speaks Out on How Corporate PR Is Killing Health Care and Deceiving Americans (2010).epub","Potter - Deadly Spin_ an Insurance Company Insider Speaks Out on How Corporate PR Is Killing Health Care and Deceiving Americans (2010).epub","Potter - Deadly Spin_ an Insurance Company Insider Speaks Out on How Corporate PR Is Killing Health Care and Deceiving Americans (2010).epub","shared-epub-reference-potter-deadly-spin-an-insurance-company-insider-speaks-out-on-how-corporate-pr-is-killing-health-care-and-deceiving-americans-2010",".epub","506886","017AB79472B23C673ABC3DB4494888E7310C7CBA56D625CFB09D1AF321212E87","extracted","",""
"SHARED","python_ crash course.epub","shared","epub-reference","resources/source-material/shared/Python_ Crash Course.epub","Python_ Crash Course.epub","Python_ Crash Course.epub","shared-epub-reference-python-crash-course",".epub","476383","B8CE820420F974AA815D6E2D99AFBCD852A88252DF73B49C611E38712CF6EFCC","extracted","",""
"SHARED","ratigan - greedy bastards_ how we can stop corporate communists, banksters, and other vampires from sucking america dry (2012).epub","shared","epub-reference","resources/source-material/shared/Ratigan - Greedy Bastards_ How We Can Stop Corporate Communists, Banksters, and Other Vampires from Sucking America Dry (2012).epub","Ratigan - Greedy Bastards_ How We Can Stop Corporate Communists, Banksters, and Other Vampires from Sucking America Dry (2012).epub","Ratigan - Greedy Bastards_ How We Can Stop Corporate Communists, Banksters, and Other Vampires from Sucking America Dry (2012).epub","shared-epub-reference-ratigan-greedy-bastards-how-we-can-stop-corporate-communists-banksters-and-other-vampires-from-sucking-america-dry-2012",".epub","2369819","A7E1A21D12E08BDB4A808E8209C03AB4CB6E13A458063EB08BD677B78DD0D8D9","extracted","",""
"SHARED","reich.aftershock - the next economy and america_s future (2010).epub","shared","epub-reference","resources/source-material/shared/Reich.Aftershock - The Next Economy and America_s Future (2010).epub","Reich.Aftershock - The Next Economy and America_s Future (2010).epub","Reich.Aftershock - The Next Economy and America_s Future (2010).epub","shared-epub-reference-reich-aftershock-the-next-economy-and-america-s-future-2010",".epub","2023969","B61BBC99628184633AB905DB71686980644DC4A79A656B8B35F428AA11E96D07","extracted","",""
"SHARED","reinhart & rogoff - this time is different_ eight centuries of financial folly (2009).epub","shared","epub-reference","resources/source-material/shared/Reinhart & Rogoff - This Time Is Different_ Eight Centuries of Financial Folly (2009).epub","Reinhart & Rogoff - This Time Is Different_ Eight Centuries of Financial Folly (2009).epub","Reinhart & Rogoff - This Time Is Different_ Eight Centuries of Financial Folly (2009).epub","shared-epub-reference-reinhart-rogoff-this-time-is-different-eight-centuries-of-financial-folly-2009",".epub","12120078","2B9780BAE8795AF285306260B2C136379F6A48D802542651F682CDAA19C855E6","extracted","",""
"SHARED","richard - confidence game_ how a hedge fund manager called wall street_s bluff (2010).epub","shared","epub-reference","resources/source-material/shared/Richard - Confidence Game_ How a Hedge Fund Manager Called Wall Street_s Bluff (2010).epub","Richard - Confidence Game_ How a Hedge Fund Manager Called Wall Street_s Bluff (2010).epub","Richard - Confidence Game_ How a Hedge Fund Manager Called Wall Street_s Bluff (2010).epub","shared-epub-reference-richard-confidence-game-how-a-hedge-fund-manager-called-wall-street-s-bluff-2010",".epub","529115","94FF26594A385C1335E4610BCD2E07C2053414298BDB3DC184FC34C7F133FDDC","extracted","",""
"SHARED","ron paul vs. paul krugman_ austrian vs. keynesian economics in the financial crisis - hammond, jeremy.epub","shared","epub-reference","resources/source-material/shared/Ron Paul vs. Paul Krugman_ Austrian vs. Keynesian economics in the financial crisis - Hammond, Jeremy.epub","Ron Paul vs. Paul Krugman_ Austrian vs. Keynesian economics in the financial crisis - Hammond, Jeremy.epub","Ron Paul vs. Paul Krugman_ Austrian vs. Keynesian economics in the financial crisis - Hammond, Jeremy.epub","shared-epub-reference-ron-paul-vs-paul-krugman-austrian-vs-keynesian-economics-in-the-financial-crisis-hammond-jeremy",".epub","145173","A58E68C5177E33A69FA6B216A62F9716A365C180174804EFA7A68B179EAF4AB7","extracted","",""
"SHARED","sacred economics_ money, gift, and society in the age of transition - charles eisenstein.epub","shared","epub-reference","resources/source-material/shared/Sacred Economics_ Money, Gift, and Society in the Age of Transition - Charles Eisenstein.epub","Sacred Economics_ Money, Gift, and Society in the Age of Transition - Charles Eisenstein.epub","Sacred Economics_ Money, Gift, and Society in the Age of Transition - Charles Eisenstein.epub","shared-epub-reference-sacred-economics-money-gift-and-society-in-the-age-of-transition-charles-eisenstein",".epub","2598556","64860698A3F1B0CCFF6A8483CC16D251280391221161ED0733F52E22A030B956","extracted","",""
"SHARED","scheinkman - speculation, trading, and bubbles (2014).epub","shared","epub-reference","resources/source-material/shared/Scheinkman - Speculation, Trading, and Bubbles (2014).epub","Scheinkman - Speculation, Trading, and Bubbles (2014).epub","Scheinkman - Speculation, Trading, and Bubbles (2014).epub","shared-epub-reference-scheinkman-speculation-trading-and-bubbles-2014",".epub","15958816","28C0C545FEC31AE7F841BBE694D5A6897E645C4AE90EB32C502EE767464E4780","extracted","",""
"SHARED","schiff - the real crash_ america_s coming bankruptcy - how to save yourself and your country (2012).epub","shared","epub-reference","resources/source-material/shared/Schiff - The Real Crash_ America_s Coming Bankruptcy - How to Save Yourself and Your Country (2012).epub","Schiff - The Real Crash_ America_s Coming Bankruptcy - How to Save Yourself and Your Country (2012).epub","Schiff - The Real Crash_ America_s Coming Bankruptcy - How to Save Yourself and Your Country (2012).epub","shared-epub-reference-schiff-the-real-crash-america-s-coming-bankruptcy-how-to-save-yourself-and-your-country-2012",".epub","386154","EA6D67C10FD9DBE32A612F6A606BE6C31FEAC7F3CCB36D616ED9FFC1E3A93505","extracted","",""
"SHARED","schultz - killer politics_ how big money and bad politics are destroying the great american middle class (2010).epub","shared","epub-reference","resources/source-material/shared/Schultz - Killer Politics_ How Big Money and Bad Politics Are Destroying the Great American Middle Class (2010).epub","Schultz - Killer Politics_ How Big Money and Bad Politics Are Destroying the Great American Middle Class (2010).epub","Schultz - Killer Politics_ How Big Money and Bad Politics Are Destroying the Great American Middle Class (2010).epub","shared-epub-reference-schultz-killer-politics-how-big-money-and-bad-politics-are-destroying-the-great-american-middle-class-2010",".epub","310458","66A917E67BCAA65F80B2E5088D2BA45BAFBBF2909951787C77E1915350C81251","extracted","",""
"SHARED","schultz - retirement heist_ how companies plunder and profit from the nest eggs of american workers (2011).epub","shared","epub-reference","resources/source-material/shared/Schultz - Retirement Heist_ How Companies Plunder and Profit from the Nest Eggs of American Workers (2011).epub","Schultz - Retirement Heist_ How Companies Plunder and Profit from the Nest Eggs of American Workers (2011).epub","Schultz - Retirement Heist_ How Companies Plunder and Profit from the Nest Eggs of American Workers (2011).epub","shared-epub-reference-schultz-retirement-heist-how-companies-plunder-and-profit-from-the-nest-eggs-of-american-workers-2011",".epub","262349","7D66DBEE1DC4991FD72D5F02A7A16D392228A17AF8E590D7ADDCE2CC56936B67","extracted","",""
"SHARED","schwager - market sense and nonsense_ how markets really work and how they don_t (2013).epub","shared","epub-reference","resources/source-material/shared/Schwager - Market Sense and Nonsense_ How Markets Really Work and How They Don_t (2013).epub","Schwager - Market Sense and Nonsense_ How Markets Really Work and How They Don_t (2013).epub","Schwager - Market Sense and Nonsense_ How Markets Really Work and How They Don_t (2013).epub","shared-epub-reference-schwager-market-sense-and-nonsense-how-markets-really-work-and-how-they-don-t-2013",".epub","6355265","B363B1C4651F1D208D4CC61660E05805D9BA0D5AB0EC3A58920326511104F813","extracted","",""
"SHARED","short - thrifty green_ ease up on energy, food, water, trash, transit, stuff - and everybody wins (2011).epub","shared","epub-reference","resources/source-material/shared/Short - Thrifty Green_ Ease Up on Energy, Food, Water, Trash, Transit, Stuff - and Everybody Wins (2011).epub","Short - Thrifty Green_ Ease Up on Energy, Food, Water, Trash, Transit, Stuff - and Everybody Wins (2011).epub","Short - Thrifty Green_ Ease Up on Energy, Food, Water, Trash, Transit, Stuff - and Everybody Wins (2011).epub","shared-epub-reference-short-thrifty-green-ease-up-on-energy-food-water-trash-transit-stuff-and-everybody-wins-2011",".epub","1417388","867F3C3AA95E74BED03F1A04791245A542E8630C33D3FA429DFA7D4FEC2BB052","extracted","",""
"SHARED","silber - when washington shut down wall street_  the great financial crisis of 1914 and the origins of america_s monetary supremacy (2007).epub","shared","epub-reference","resources/source-material/shared/Silber - When Washington Shut Down Wall Street_  The Great Financial Crisis of 1914 and the Origins of America_s Monetary Supremacy (2007).epub","Silber - When Washington Shut Down Wall Street_  The Great Financial Crisis of 1914 and the Origins of America_s Monetary Supremacy (2007).epub","Silber - When Washington Shut Down Wall Street_  The Great Financial Crisis of 1914 and the Origins of America_s Monetary Supremacy (2007).epub","shared-epub-reference-silber-when-washington-shut-down-wall-street-the-great-financial-crisis-of-1914-and-the-origins-of-america-s-monetary-supremacy-2007",".epub","4703065","3C31ABB3875CB6E0E81B9413862F6D9C6D38C57256213E70B31F4D4280B9D427","extracted","",""
"SHARED","smith - nothing but money_ how the mob infiltrated wall street (2009).epub","shared","epub-reference","resources/source-material/shared/Smith - Nothing But Money_ How the Mob Infiltrated Wall Street (2009).epub","Smith - Nothing But Money_ How the Mob Infiltrated Wall Street (2009).epub","Smith - Nothing But Money_ How the Mob Infiltrated Wall Street (2009).epub","shared-epub-reference-smith-nothing-but-money-how-the-mob-infiltrated-wall-street-2009",".epub","1352676","97DCBAAC2A1C41369886E532861B1B857C41D98DE5FD3CC92D01D95BD0A7A91A","extracted","",""
"SHARED","soll - the reckoning_ financial accountability and the rise and fall of nations (2014).epub","shared","epub-reference","resources/source-material/shared/Soll - The Reckoning_ Financial Accountability and the Rise and Fall of Nations (2014).epub","Soll - The Reckoning_ Financial Accountability and the Rise and Fall of Nations (2014).epub","Soll - The Reckoning_ Financial Accountability and the Rise and Fall of Nations (2014).epub","shared-epub-reference-soll-the-reckoning-financial-accountability-and-the-rise-and-fall-of-nations-2014",".epub","4381243","D1D526EA7A19A63E2E36816D7149EFB82715F5483D93975C74EA0B2C6941D584","extracted","",""
"SHARED","sowell.basic economics  a citizens guide to the economy  2004.epub","shared","epub-reference","resources/source-material/shared/Sowell.Basic economics  a citizens guide to the economy  2004.epub","Sowell.Basic economics  a citizens guide to the economy  2004.epub","Sowell.Basic economics  a citizens guide to the economy  2004.epub","shared-epub-reference-sowell-basic-economics-a-citizens-guide-to-the-economy-2004",".epub","477526","348412CBD16E376C501BE4A957CCA9A6E5E2E5E177C1E1696C0AC18BCD54B499","extracted","",""
"SHARED","sowell.intellectuals and society  2010.epub","shared","epub-reference","resources/source-material/shared/Sowell.Intellectuals and Society  2010.epub","Sowell.Intellectuals and Society  2010.epub","Sowell.Intellectuals and Society  2010.epub","shared-epub-reference-sowell-intellectuals-and-society-2010",".epub","420635","4FF670E5A270B9CFA3712E0D5A6A07845821E7F4DE03094B437E82764B6B7801","extracted","",""
"SHARED","sowell.the housing boom and bust revised edition    2010.epub","shared","epub-reference","resources/source-material/shared/Sowell.The Housing Boom and Bust Revised Edition    2010.epub","Sowell.The Housing Boom and Bust Revised Edition    2010.epub","Sowell.The Housing Boom and Bust Revised Edition    2010.epub","shared-epub-reference-sowell-the-housing-boom-and-bust-revised-edition-2010",".epub","298952","1D53526832BBC67F27DEF7CA7A3954D5713FCD39A294D48E16D65EBC0AF78FDF","extracted","",""
"SHARED","sowell.the sowell.reader  2011.epub","shared","epub-reference","resources/source-material/shared/Sowell.The Sowell.Reader  2011.epub","Sowell.The Sowell.Reader  2011.epub","Sowell.The Sowell.Reader  2011.epub","shared-epub-reference-sowell-the-sowell-reader-2011",".epub","570411","24FEEBC89F252D8962426BBD46A3CAB377ED6710DF3BC15DEEBD3A5FA1C5972F","extracted","",""
"SHARED","statistics i & ii for dummies.epub","shared","epub-reference","resources/source-material/shared/Statistics I & II For Dummies.epub","Statistics I & II For Dummies.epub","Statistics I & II For Dummies.epub","shared-epub-reference-statistics-i-ii-for-dummies",".epub","16125598","81A8073CC703DF6A350E4A625871E3E1A368177C5976D65139B97EB0194CD768","extracted","",""
"SHARED","tavakoli - dear mr. buffett_ what an investor learns 1269 miles from wall street (2009).epub","shared","epub-reference","resources/source-material/shared/Tavakoli - Dear Mr. Buffett_ What an Investor Learns 1269 Miles from Wall Street (2009).epub","Tavakoli - Dear Mr. Buffett_ What an Investor Learns 1269 Miles from Wall Street (2009).epub","Tavakoli - Dear Mr. Buffett_ What an Investor Learns 1269 Miles from Wall Street (2009).epub","shared-epub-reference-tavakoli-dear-mr-buffett-what-an-investor-learns-1269-miles-from-wall-street-2009",".epub","531665","E349FB73CEC81BBC3D65EEE8AD3AC9B30D8FE201F861D3D1CAD96E108574F06D","extracted","",""
"SHARED","the divide_ american injustice  - matt taibbi.epub","shared","epub-reference","resources/source-material/shared/The Divide_ American Injustice  - Matt Taibbi.epub","The Divide_ American Injustice  - Matt Taibbi.epub","The Divide_ American Injustice  - Matt Taibbi.epub","shared-epub-reference-the-divide-american-injustice-matt-taibbi",".epub","5667760","1E6B110DCA508A3F5D6930CA2F02F35BC21C9AC95478420019D6AE63CCF21E21","extracted","",""
"SHARED","the economics of cloud computing v413hav.epub","shared","epub-reference","resources/source-material/shared/The Economics Of Cloud Computing V413HAV.epub","The Economics Of Cloud Computing V413HAV.epub","The Economics Of Cloud Computing V413HAV.epub","shared-epub-reference-the-economics-of-cloud-computing-v413hav",".epub","2251783","485A05667B2438634E7EB5359FE9D1F8BB3CAADDBCB8D239F01619F77BDA0E48","extracted","",""
"SHARED","the handbook of maritime economics and b - unknown.epub","shared","epub-reference","resources/source-material/shared/The Handbook of Maritime Economics and B - Unknown.epub","The Handbook of Maritime Economics and B - Unknown.epub","The Handbook of Maritime Economics and B - Unknown.epub","shared-epub-reference-the-handbook-of-maritime-economics-and-b-unknown",".epub","25766515","D95CEE2590B3287EC0E382562D7FFAC5BC384BE9B38B8AD294F154A528BCDCDB","extracted","",""
"SHARED","the little book of alternative investments (ben stein).epub","shared","epub-reference","resources/source-material/shared/The Little Book of Alternative Investments (Ben Stein).epub","The Little Book of Alternative Investments (Ben Stein).epub","The Little Book of Alternative Investments (Ben Stein).epub","shared-epub-reference-the-little-book-of-alternative-investments-ben-stein",".epub","2125387","3DB837A0642FA4D624D3346C97099E478F9CAF5837AF3F0A96D9BB6D7DDAD06D","extracted","",""
"SHARED","the little book of big profits from small stocks (hilary kramer).epub","shared","epub-reference","resources/source-material/shared/The Little Book of Big Profits from Small Stocks (Hilary Kramer).epub","The Little Book of Big Profits from Small Stocks (Hilary Kramer).epub","The Little Book of Big Profits from Small Stocks (Hilary Kramer).epub","shared-epub-reference-the-little-book-of-big-profits-from-small-stocks-hilary-kramer",".epub","898803","14031AE8DA236E9A5F7A8023A0A0F5CBB65D01280D0DF2EF4BC93C59B21F6176","extracted","",""
"SHARED","the little book of economics (greg ip).epub","shared","epub-reference","resources/source-material/shared/The Little Book of Economics (Greg Ip).epub","The Little Book of Economics (Greg Ip).epub","The Little Book of Economics (Greg Ip).epub","shared-epub-reference-the-little-book-of-economics-greg-ip",".epub","338293","06A2EE54C97DF328037429D1D35CB7162C33A9DEC61EE6118BD6D27A87DEFB86","extracted","",""
"SHARED","the little book of hedge funds (anthony scaramucci).epub","shared","epub-reference","resources/source-material/shared/The Little Book of Hedge Funds (Anthony Scaramucci).epub","The Little Book of Hedge Funds (Anthony Scaramucci).epub","The Little Book of Hedge Funds (Anthony Scaramucci).epub","shared-epub-reference-the-little-book-of-hedge-funds-anthony-scaramucci",".epub","727651","729C076CFCFDBB6F38D4FEE298B66081A0E343DB212A645D9EDBB1C9ABB0C59D","extracted","",""
"SHARED","the little book of sideways markets (vitaliy n. katsenelson).epub","shared","epub-reference","resources/source-material/shared/The Little Book of Sideways Markets (Vitaliy N. Katsenelson).epub","The Little Book of Sideways Markets (Vitaliy N. Katsenelson).epub","The Little Book of Sideways Markets (Vitaliy N. Katsenelson).epub","shared-epub-reference-the-little-book-of-sideways-markets-vitaliy-n-katsenelson",".epub","3325771","DFC4F9D9278BC48A475CCEFBEC53B56387FC364D817562C18C2B5D057311EB0F","extracted","",""
"SHARED","the little book of stock market cycles (jeffrey a. hirsch).epub","shared","epub-reference","resources/source-material/shared/The Little Book of Stock Market Cycles (Jeffrey A. Hirsch).epub","The Little Book of Stock Market Cycles (Jeffrey A. Hirsch).epub","The Little Book of Stock Market Cycles (Jeffrey A. Hirsch).epub","shared-epub-reference-the-little-book-of-stock-market-cycles-jeffrey-a-hirsch",".epub","3714071","84B10B06AFB50DD59888250426DD730F01551CC25BA33AD035F1A272C5DB9051","extracted","",""
"SHARED","the little book of trading (michael w. covel).epub","shared","epub-reference","resources/source-material/shared/The Little Book of Trading (Michael W. Covel).epub","The Little Book of Trading (Michael W. Covel).epub","The Little Book of Trading (Michael W. Covel).epub","shared-epub-reference-the-little-book-of-trading-michael-w-covel",".epub","1309271","9891AFD5CD3D9BA1393F5D2FA4770AF83427CD3CEB8DB48A7D225E762EB9CEA7","extracted","",""
"SHARED","the little book of valuation (aswath damodaran).epub","shared","epub-reference","resources/source-material/shared/The Little Book of Valuation (Aswath Damodaran).epub","The Little Book of Valuation (Aswath Damodaran).epub","The Little Book of Valuation (Aswath Damodaran).epub","shared-epub-reference-the-little-book-of-valuation-aswath-damodaran",".epub","904726","D43C7E30E97DFC6BF7DA5B2FC22B59B45ABDB9446D621F63A957053233768D9A","extracted","",""
"SHARED","the logic of life.epub","shared","epub-reference","resources/source-material/shared/The Logic of Life.epub","The Logic of Life.epub","The Logic of Life.epub","shared-epub-reference-the-logic-of-life",".epub","3706145","0FA250D0DC984CA7AB179148C50B6B4939BC929DAD5606DE9AFB0CCD7519F118","extracted","",""
"SHARED","the new geography of jobs by moretti, enrico.epub","shared","epub-reference","resources/source-material/shared/The New Geography of Jobs by Moretti, Enrico.epub","The New Geography of Jobs by Moretti, Enrico.epub","The New Geography of Jobs by Moretti, Enrico.epub","shared-epub-reference-the-new-geography-of-jobs-by-moretti-enrico",".epub","825222","23A72CF7701A91BE31B46E7A6851A73738E8FD943673D2119FE2ABF9123A4E37","extracted","",""
"SHARED","the secrets of economic indicators 3rd edition v413hav.epub","shared","epub-reference","resources/source-material/shared/The Secrets Of Economic Indicators 3rd Edition V413HAV.epub","The Secrets Of Economic Indicators 3rd Edition V413HAV.epub","The Secrets Of Economic Indicators 3rd Edition V413HAV.epub","shared-epub-reference-the-secrets-of-economic-indicators-3rd-edition-v413hav",".epub","37579993","73183EC9D6B16C1596EDF9CF742C21CAFB0BE789C7C4C4DE3CD91A700E250ED1","extracted","",""
"SHARED","think like a freak - steven d. levitt.epub","shared","epub-reference","resources/source-material/shared/THINK LIKE A FREAK - Steven D. Levitt.epub","THINK LIKE A FREAK - Steven D. Levitt.epub","THINK LIKE A FREAK - Steven D. Levitt.epub","shared-epub-reference-think-like-a-freak-steven-d-levitt",".epub","409279","50DC03784277AAD4125A34D2DC735F0086C9A1D630103D23FF79CDE76832707D","extracted","",""
"SHARED","thinking, fast and slow.epub","shared","epub-reference","resources/source-material/shared/Thinking, Fast and Slow.epub","Thinking, Fast and Slow.epub","Thinking, Fast and Slow.epub","shared-epub-reference-thinking-fast-and-slow",".epub","850255","803C62848C289ABC39BE118D5D5A30D25729CA0280360AE7BC9871DBC1BFEE71","extracted","",""
"SHARED","thrive_ the third metric to red - huffington, arianna.epub","shared","epub-reference","resources/source-material/shared/Thrive_ The Third Metric to Red - Huffington, Arianna.epub","Thrive_ The Third Metric to Red - Huffington, Arianna.epub","Thrive_ The Third Metric to Red - Huffington, Arianna.epub","shared-epub-reference-thrive-the-third-metric-to-red-huffington-arianna",".epub","313862","2BA26FD635EA2E858212AD70C38B3E2B1F76BEA01CB7B9A9FD51B5D32AB3DFDF","extracted","",""
"SHARED","tilman - financial darwinism_ create value or self-destruct in a world of risk (2009).epub","shared","epub-reference","resources/source-material/shared/Tilman - Financial Darwinism_ Create Value or Self-Destruct in a World of Risk (2009).epub","Tilman - Financial Darwinism_ Create Value or Self-Destruct in a World of Risk (2009).epub","Tilman - Financial Darwinism_ Create Value or Self-Destruct in a World of Risk (2009).epub","shared-epub-reference-tilman-financial-darwinism-create-value-or-self-destruct-in-a-world-of-risk-2009",".epub","3484736","1069569E605D4E10518CD0D94435363EEE7B6ECF34CC184221EC1A1AAC299E08","extracted","",""
"SHARED","tobocman - understanding the crash (2010).epub","shared","epub-reference","resources/source-material/shared/Tobocman - Understanding the Crash (2010).epub","Tobocman - Understanding the Crash (2010).epub","Tobocman - Understanding the Crash (2010).epub","shared-epub-reference-tobocman-understanding-the-crash-2010",".epub","19167673","4EBD7477E67809636FE25175E2D0727C8B7A7489CB2511891D5A4A10C1A7EB98","extracted","",""
"SHARED","too high to fail cannabis and the new green economic .epub","shared","epub-reference","resources/source-material/shared/Too High to Fail Cannabis and the New Green Economic .epub","Too High to Fail Cannabis and the New Green Economic .epub","Too High to Fail Cannabis and the New Green Economic .epub","shared-epub-reference-too-high-to-fail-cannabis-and-the-new-green-economic",".epub","3749091","124345277AB42BDF1339ABAB5BDAA853FA90753D0186010E8A16B645DC4B2AC1","extracted","",""
"SHARED","warren & tyagi - the two-income trap_ why middle-class parents are going broke (2003).epub","shared","epub-reference","resources/source-material/shared/Warren & Tyagi - The Two-Income Trap_ Why Middle-Class Parents Are Going Broke (2003).epub","Warren & Tyagi - The Two-Income Trap_ Why Middle-Class Parents Are Going Broke (2003).epub","Warren & Tyagi - The Two-Income Trap_ Why Middle-Class Parents Are Going Broke (2003).epub","shared-epub-reference-warren-tyagi-the-two-income-trap-why-middle-class-parents-are-going-broke-2003",".epub","508270","15076F109BA8048602399122A1CD2B8BACE14F5CC203FBF85B391FDB73C1AD1F","extracted","",""
"SHARED","weiss - born to steal_ when the mafia hit wall street (2003).epub","shared","epub-reference","resources/source-material/shared/Weiss - Born to Steal_ When the Mafia Hit Wall Street (2003).epub","Weiss - Born to Steal_ When the Mafia Hit Wall Street (2003).epub","Weiss - Born to Steal_ When the Mafia Hit Wall Street (2003).epub","shared-epub-reference-weiss-born-to-steal-when-the-mafia-hit-wall-street-2003",".epub","640682","8E1BB5179DB8B45E7C96186A61EFFE2F35B6C22A23956B108C7701FE22287481","extracted","",""
"SHARED","whalen - inflated_ how money and debt built the american dream (2011).epub","shared","epub-reference","resources/source-material/shared/Whalen - Inflated_ How Money and Debt Built the American Dream (2011).epub","Whalen - Inflated_ How Money and Debt Built the American Dream (2011).epub","Whalen - Inflated_ How Money and Debt Built the American Dream (2011).epub","shared-epub-reference-whalen-inflated-how-money-and-debt-built-the-american-dream-2011",".epub","1016425","D103CB81F88473DDB18A0C045DF689AC3D4A84E7AA2B190D640B4AF6F54ED360","extracted","",""
"SHARED","wheelan - naked economics_ undressing the dismal science (2010).epub","shared","epub-reference","resources/source-material/shared/Wheelan - Naked Economics_ Undressing the Dismal Science (2010).epub","Wheelan - Naked Economics_ Undressing the Dismal Science (2010).epub","Wheelan - Naked Economics_ Undressing the Dismal Science (2010).epub","shared-epub-reference-wheelan-naked-economics-undressing-the-dismal-science-2010",".epub","361564","8085C851DBE513CEF1C85CE87C8FC9B3BCBD1D5B888F9C981155D952F98168EC","extracted","",""
"SHARED","wiedemer - aftershock protect yourself and profit in the next global financial meltdown (2011).epub","shared","epub-reference","resources/source-material/shared/Wiedemer - Aftershock Protect Yourself and Profit in the Next Global Financial Meltdown (2011).epub","Wiedemer - Aftershock Protect Yourself and Profit in the Next Global Financial Meltdown (2011).epub","Wiedemer - Aftershock Protect Yourself and Profit in the Next Global Financial Meltdown (2011).epub","shared-epub-reference-wiedemer-aftershock-protect-yourself-and-profit-in-the-next-global-financial-meltdown-2011",".epub","1018748","D2FACCBEEAAAD39259F30FBAC2F7418131D7A6D970BE79B87850CFCE4F34326C","extracted","",""
"SHARED","wiley.investment.valuation.university.edition.3rd.edition.mar.2012.epub","shared","epub-reference","resources/source-material/shared/Wiley.Investment.Valuation.University.Edition.3rd.Edition.Mar.2012.epub","Wiley.Investment.Valuation.University.Edition.3rd.Edition.Mar.2012.epub","Wiley.Investment.Valuation.University.Edition.3rd.Edition.Mar.2012.epub","shared-epub-reference-wiley-investment-valuation-university-edition-3rd-edition-mar-2012",".epub","14819870","2C127A75731E065E0BEDFA255F6393F5286F0FDCC75FE9402444EDA2218FF92A","extracted","",""
"SHARED","zuckoff - ponzi_s scheme_ the true story of a financial legend (2005).epub","shared","epub-reference","resources/source-material/shared/Zuckoff - Ponzi_s Scheme_ the True Story of a Financial Legend (2005).epub","Zuckoff - Ponzi_s Scheme_ the True Story of a Financial Legend (2005).epub","Zuckoff - Ponzi_s Scheme_ the True Story of a Financial Legend (2005).epub","shared-epub-reference-zuckoff-ponzi-s-scheme-the-true-story-of-a-financial-legend-2005",".epub","1032512","7A14287D28AF7442315C6D2B1555C484CC0F4013F1E9B65FE9D7CA52FAA38E8B","extracted","",""
"SHARED","brewster - unaccountable_ how the accounting profession forfeited a public trust (2003).pdf","shared","formula-sheet","resources/source-material/shared/Brewster - Unaccountable_ How the Accounting Profession Forfeited a Public Trust (2003).pdf","Brewster - Unaccountable_ How the Accounting Profession Forfeited a Public Trust (2003).pdf","Brewster - Unaccountable_ How the Accounting Profession Forfeited a Public Trust (2003).pdf","shared-formula-sheet-brewster-unaccountable-how-the-accounting-profession-forfeited-a-public-trust-2003",".pdf","1389265","A601FC1582DFA2F6FA2EFB8CA4A52A703A8FB00EA46809B54F0F0FF80DF84981","extracted","",""
"SHARED","formulae_and_tables.pdf","shared","formula-sheet","resources/source-material/shared/Formulae_and_Tables.pdf","Formulae_and_Tables.pdf","Formulae_and_Tables.pdf","shared-formula-sheet-formulae-and-tables",".pdf","1641547","D36B0713DD965139C04EBBCAF8F0FCE33B50B8ADB18BEDAAA6566F70DB81E5EA","extracted","",""
"SHARED","john wiley & sons - the 7 irrefutable rules of small business growth - 2005.pdf","shared","formula-sheet","resources/source-material/shared/John Wiley & Sons - The 7 Irrefutable Rules of Small Business Growth - 2005.pdf","John Wiley & Sons - The 7 Irrefutable Rules of Small Business Growth - 2005.pdf","John Wiley & Sons - The 7 Irrefutable Rules of Small Business Growth - 2005.pdf","shared-formula-sheet-john-wiley-sons-the-7-irrefutable-rules-of-small-business-growth-2005",".pdf","2055917","1D52B8CE30B7CCE963D64D95BB76611DF4DAA6E4986565AC8883CBAE13B463F8","extracted","",""
"SHARED","minsky - stabilizing an unstable economy (2008).pdf","shared","formula-sheet","resources/source-material/shared/Minsky - Stabilizing an Unstable Economy (2008).pdf","Minsky - Stabilizing an Unstable Economy (2008).pdf","Minsky - Stabilizing an Unstable Economy (2008).pdf","shared-formula-sheet-minsky-stabilizing-an-unstable-economy-2008",".pdf","6505003","E1B6A8880E40B72EC61A15B4115047D1B0B9789610CAF8E4B30BAE9EC35AABC3","extracted","",""
