"exam_code","year","sitting","document_type","source_repo_path","original_filename","normalized_id","file_ext","size_bytes","has_solutions","has_examiner_report","qa_status","topics","tags","notes","last_attempt_date"
"CP1","2021","September","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 2/Sep21/IandF_CP1_Paper 2_202109_Examiner Report.pdf","IandF_CP1_Paper 2_202109_Examiner Report.pdf","cp1-2021-september-examiner-report-iandf-cp1-paper-2-202109-examiner-report",".pdf","167221","no","yes","pending","","","",""
"CP1","2021","September","question-paper","resources/past-papers/raw/CP1/CP1 Paper 1/Sep21/CP11_221_EXAM_Final Clean.pdf","CP11_221_EXAM_Final Clean.pdf","cp1-2021-september-question-paper-cp11-221-exam-final-clean",".pdf","197551","no","no","pending","","","",""
"CP1","2021","September","question-paper","resources/past-papers/raw/CP1/CP1 Paper 2/Sep21/CP12_221_EXAM_Final Clean.pdf","CP12_221_EXAM_Final Clean.pdf","cp1-2021-september-question-paper-cp12-221-exam-final-clean",".pdf","198774","no","no","pending","","","",""
"CP1","2022","April","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 1/Apr22/IandF_CP1_Paper 1_202204_ Examiner Report.pdf","IandF_CP1_Paper 1_202204_ Examiner Report.pdf","cp1-2022-april-examiner-report-iandf-cp1-paper-1-202204-examiner-report",".pdf","387490","no","yes","pending","","","",""
"CP1","2022","April","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 2/Apr22/IandF_CP1_Paper 2_202204_ Examiner Report.pdf","IandF_CP1_Paper 2_202204_ Examiner Report.pdf","cp1-2022-april-examiner-report-iandf-cp1-paper-2-202204-examiner-report",".pdf","139243","no","yes","pending","","","",""
"CP1","2022","April","question-paper","resources/past-papers/raw/CP1/CP1 Paper 1/Apr22/CP11_April22_EXAM_Clean Proof.pdf","CP11_April22_EXAM_Clean Proof.pdf","cp1-2022-april-question-paper-cp11-april22-exam-clean-proof",".pdf","157407","no","no","pending","","","",""
"CP1","2022","April","question-paper","resources/past-papers/raw/CP1/CP1 Paper 2/Apr22/CP12_April22_EXAM_Clean Proof.pdf","CP12_April22_EXAM_Clean Proof.pdf","cp1-2022-april-question-paper-cp12-april22-exam-clean-proof",".pdf","161443","no","no","pending","","","",""
"CP1","2022","September","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 1/Sep22/IandF_CP1 Paper 1_202209_Examiner Report.pdf","IandF_CP1 Paper 1_202209_Examiner Report.pdf","cp1-2022-september-examiner-report-iandf-cp1-paper-1-202209-examiner-report",".pdf","144025","no","yes","pending","","","",""
"CP1","2022","September","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 2/Sep22/IandF_CP1 Paper 2_202209_Examiner Report.pdf","IandF_CP1 Paper 2_202209_Examiner Report.pdf","cp1-2022-september-examiner-report-iandf-cp1-paper-2-202209-examiner-report",".pdf","126929","no","yes","pending","","","",""
"CP1","2022","September","question-paper","resources/past-papers/raw/CP1/CP1 Paper 1/Sep22/CP11_September22_EXAM.pdf","CP11_September22_EXAM.pdf","cp1-2022-september-question-paper-cp11-september22-exam",".pdf","190729","no","no","pending","","","",""
"CP1","2022","September","question-paper","resources/past-papers/raw/CP1/CP1 Paper 2/Sep22/CP1-2_September22_EXAM.pdf","CP1-2_September22_EXAM.pdf","cp1-2022-september-question-paper-cp1-2-september22-exam",".pdf","167076","no","no","pending","","","",""
"CP1","2023","April","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 1/Apr23/IandF_CP11_202304_Examiner Report.pdf","IandF_CP11_202304_Examiner Report.pdf","cp1-2023-april-examiner-report-iandf-cp11-202304-examiner-report",".pdf","140440","no","yes","pending","","","",""
"CP1","2023","April","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 2/Apr23/IandF_CP12_202304_Examiner Report.pdf","IandF_CP12_202304_Examiner Report.pdf","cp1-2023-april-examiner-report-iandf-cp12-202304-examiner-report",".pdf","135786","no","yes","pending","","","",""
"CP1","2023","April","question-paper","resources/past-papers/raw/CP1/CP1 Paper 1/Apr23/CP11_April23_EXAM_Clean Proof.pdf","CP11_April23_EXAM_Clean Proof.pdf","cp1-2023-april-question-paper-cp11-april23-exam-clean-proof",".pdf","736270","no","no","pending","","","",""
"CP1","2023","April","question-paper","resources/past-papers/raw/CP1/CP1 Paper 2/Apr23/CP12_April23_EXAM_Clean Proof.pdf","CP12_April23_EXAM_Clean Proof.pdf","cp1-2023-april-question-paper-cp12-april23-exam-clean-proof",".pdf","746256","no","no","pending","","","",""
"CP1","2023","September","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 1/Sep23/IandF_CP11_202309_Examiner Report.pdf","IandF_CP11_202309_Examiner Report.pdf","cp1-2023-september-examiner-report-iandf-cp11-202309-examiner-report",".pdf","158457","no","yes","pending","","","",""
"CP1","2023","September","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 2/Sep23/IandF_CP12_202309_Examiner Report.pdf","IandF_CP12_202309_Examiner Report.pdf","cp1-2023-september-examiner-report-iandf-cp12-202309-examiner-report",".pdf","153811","no","yes","pending","","","",""
"CP1","2023","September","question-paper","resources/past-papers/raw/CP1/CP1 Paper 1/Sep23/CP11_September23_EXAM_Clean Proof.pdf","CP11_September23_EXAM_Clean Proof.pdf","cp1-2023-september-question-paper-cp11-september23-exam-clean-proof",".pdf","178103","no","no","pending","","","",""
"CP1","2023","September","question-paper","resources/past-papers/raw/CP1/CP1 Paper 2/Sep23/CP12_September23_EXAM_Clean Proof.pdf","CP12_September23_EXAM_Clean Proof.pdf","cp1-2023-september-question-paper-cp12-september23-exam-clean-proof",".pdf","178490","no","no","pending","","","",""
"CP1","2024","April","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 1/Apr24/CP1-1_April 2024_Examiner Report.pdf","CP1-1_April 2024_Examiner Report.pdf","cp1-2024-april-examiner-report-cp1-1-april-2024-examiner-report",".pdf","378741","no","yes","pending","","","",""
"CP1","2024","April","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 2/Apr24/CP1-2_April 2024_Examiner Report.pdf","CP1-2_April 2024_Examiner Report.pdf","cp1-2024-april-examiner-report-cp1-2-april-2024-examiner-report",".pdf","377832","no","yes","pending","","","",""
"CP1","2024","April","question-paper","resources/past-papers/raw/CP1/CP1 Paper 1/Apr24/CP1-1_April_2024_Exam_Paper.pdf","CP1-1_April_2024_Exam_Paper.pdf","cp1-2024-april-question-paper-cp1-1-april-2024-exam-paper",".pdf","146690","no","no","pending","","","",""
"CP1","2024","April","question-paper","resources/past-papers/raw/CP1/CP1 Paper 2/Apr24/CP1-2_April_2024_Exam_Paper.pdf","CP1-2_April_2024_Exam_Paper.pdf","cp1-2024-april-question-paper-cp1-2-april-2024-exam-paper",".pdf","136794","no","no","pending","","","",""
"CP1","2024","September","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 1/Sep24/CP1-1_September 2024_Examiner Report.pdf","CP1-1_September 2024_Examiner Report.pdf","cp1-2024-september-examiner-report-cp1-1-september-2024-examiner-report",".pdf","398415","no","yes","pending","","","",""
"CP1","2024","September","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 2/Sep24/CP1-2_September 2024_Examiner Report.pdf","CP1-2_September 2024_Examiner Report.pdf","cp1-2024-september-examiner-report-cp1-2-september-2024-examiner-report",".pdf","406380","no","yes","pending","","","",""
"CP1","2024","September","question-paper","resources/past-papers/raw/CP1/CP1 Paper 1/Sep24/CP1-1_September 2024_Exam Paper.pdf","CP1-1_September 2024_Exam Paper.pdf","cp1-2024-september-question-paper-cp1-1-september-2024-exam-paper",".pdf","125984","no","no","pending","","","",""
"CP1","2024","September","question-paper","resources/past-papers/raw/CP1/CP1 Paper 2/Sep24/CP1-2_September 2024_Exam Paper.pdf","CP1-2_September 2024_Exam Paper.pdf","cp1-2024-september-question-paper-cp1-2-september-2024-exam-paper",".pdf","141592","no","no","pending","","","",""
"CP1","2025","April","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 1/Apr25/CP1_Paper1_April2025_Examiners' Report.pdf","CP1_Paper1_April2025_Examiners' Report.pdf","cp1-2025-april-examiner-report-cp1-paper1-april2025-examiners-report",".pdf","693919","no","yes","pending","","","",""
"CP1","2025","April","examiner-report","resources/past-papers/raw/CP1/CP1 Paper 2/Apr25/CP1_Paper2_April2025_Examiners' Report.pdf","CP1_Paper2_April2025_Examiners' Report.pdf","cp1-2025-april-examiner-report-cp1-paper2-april2025-examiners-report",".pdf","754247","no","yes","pending","","","",""
"CP1","2025","April","question-paper","resources/past-papers/raw/CP1/CP1 Paper 1/Apr25/CP1_Paper1_April2025_Exam Paper.pdf","CP1_Paper1_April2025_Exam Paper.pdf","cp1-2025-april-question-paper-cp1-paper1-april2025-exam-paper",".pdf","146350","no","no","pending","","","",""
"CP1","2025","April","question-paper","resources/past-papers/raw/CP1/CP1 Paper 2/Apr25/CP1_Paper2_April2025_Exam Paper.pdf","CP1_Paper2_April2025_Exam Paper.pdf","cp1-2025-april-question-paper-cp1-paper2-april2025-exam-paper",".pdf","166438","no","no","pending","","","",""
"CP1","2025","September","question-paper","resources/past-papers/raw/CP1/CP1 Paper 1/Sep25/CP11_Sept 2025_Exam.pdf","CP11_Sept 2025_Exam.pdf","cp1-2025-september-question-paper-cp11-sept-2025-exam",".pdf","161385","no","no","pending","","","",""
"CP1","2025","September","question-paper","resources/past-papers/raw/CP1/CP1 Paper 2/Sep25/CP12_Sept 2025_Exam.pdf","CP12_Sept 2025_Exam.pdf","cp1-2025-september-question-paper-cp12-sept-2025-exam",".pdf","157994","no","no","pending","","","",""
"CP2","2020","September","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 1/Sep20/IandF_CP2_202009_Examiners_Report.pdf","IandF_CP2_202009_Examiners_Report.pdf","cp2-2020-september-examiner-report-iandf-cp2-202009-examiners-report",".pdf","82602","no","yes","pending","","","",""
"CP2","2020","September","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 2/Sep20/IandF_CP2_202009_Examiners_Report.pdf","IandF_CP2_202009_Examiners_Report.pdf","cp2-2020-september-examiner-report-iandf-cp2-202009-examiners-report",".pdf","82602","no","yes","pending","","","",""
"CP2","2020","September","examiner-report","resources/past-papers/raw/CP2/Sep20/IandF_CP2_202009_Examiners_Report.pdf","IandF_CP2_202009_Examiners_Report.pdf","cp2-2020-september-examiner-report-iandf-cp2-202009-examiners-report",".pdf","82602","no","yes","pending","","","",""
"CP2","2020","September","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 1/Sep20/220_CP2-P1_Model solution v2.xlsx","220_CP2-P1_Model solution v2.xlsx","cp2-2020-september-mark-scheme-220-cp2-p1-model-solution-v2",".xlsx","177846","yes","no","pending","","","",""
"CP2","2020","September","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 2/Sep20/220_CP2-P2_Model Solution v3.xlsx","220_CP2-P2_Model Solution v3.xlsx","cp2-2020-september-mark-scheme-220-cp2-p2-model-solution-v3",".xlsx","58309","yes","no","pending","","","",""
"CP2","2020","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Sep20/220_CP2-P1_Audit trail v3.docx","220_CP2-P1_Audit trail v3.docx","cp2-2020-september-question-paper-220-cp2-p1-audit-trail-v3",".docx","28784","no","no","pending","","","",""
"CP2","2020","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 2/Sep20/220_CP2-P2_Summary Document v3.docx","220_CP2-P2_Summary Document v3.docx","cp2-2020-september-question-paper-220-cp2-p2-summary-document-v3",".docx","76877","no","no","pending","","","",""
"CP2","2020","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Sep20/IandF_CP2_paper1_202009_ExamPaper.pdf","IandF_CP2_paper1_202009_ExamPaper.pdf","cp2-2020-september-question-paper-iandf-cp2-paper1-202009-exampaper",".pdf","284936","no","no","pending","","","",""
"CP2","2020","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 2/Sep20/IandF_CP2_paper2_202009_ExamPaper.pdf","IandF_CP2_paper2_202009_ExamPaper.pdf","cp2-2020-september-question-paper-iandf-cp2-paper2-202009-exampaper",".pdf","234925","no","no","pending","","","",""
"CP2","2020","September","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 1/Sep20/IandF_CP2_paper1_202009_Data for candidate.xlsx","IandF_CP2_paper1_202009_Data for candidate.xlsx","cp2-2020-september-supplementary-workbook-iandf-cp2-paper1-202009-data-for-candidate",".xlsx","22546","no","no","pending","","","",""
"CP2","2020","September","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 2/Sep20/IandF_CP2_paper2_202009_Model for Candidate.xlsx","IandF_CP2_paper2_202009_Model for Candidate.xlsx","cp2-2020-september-supplementary-workbook-iandf-cp2-paper2-202009-model-for-candidate",".xlsx","25255","no","no","pending","","","",""
"CP2","2021","April","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 1/Apr21/IandF_CP2_202104_Examiners_Report_v1.pdf","IandF_CP2_202104_Examiners_Report_v1.pdf","cp2-2021-april-examiner-report-iandf-cp2-202104-examiners-report-v1",".pdf","115849","no","yes","pending","","","",""
"CP2","2021","April","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 2/Apr21/IandF_CP2_202104_Examiners_Report_v1.pdf","IandF_CP2_202104_Examiners_Report_v1.pdf","cp2-2021-april-examiner-report-iandf-cp2-202104-examiners-report-v1",".pdf","115855","no","yes","pending","","","",""
"CP2","2021","April","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 1/Apr21/121_CP2-P1_Model for Solution_v12.xlsx","121_CP2-P1_Model for Solution_v12.xlsx","cp2-2021-april-mark-scheme-121-cp2-p1-model-for-solution-v12",".xlsx","5350492","yes","no","pending","","","",""
"CP2","2021","April","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 2/Apr21/121_CP2-P2_Model Solution v15.xlsx","121_CP2-P2_Model Solution v15.xlsx","cp2-2021-april-mark-scheme-121-cp2-p2-model-solution-v15",".xlsx","162179","yes","no","pending","","","",""
"CP2","2021","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Apr21/121_CP2-P1_Audit trail v5.docx","121_CP2-P1_Audit trail v5.docx","cp2-2021-april-question-paper-121-cp2-p1-audit-trail-v5",".docx","41188","no","no","pending","","","",""
"CP2","2021","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 2/Apr21/121_CP2-P2_Summary v15.docx","121_CP2-P2_Summary v15.docx","cp2-2021-april-question-paper-121-cp2-p2-summary-v15",".docx","231475","no","no","pending","","","",""
"CP2","2021","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Apr21/CP2-1_121_EXAM_Clean Proof.pdf","CP2-1_121_EXAM_Clean Proof.pdf","cp2-2021-april-question-paper-cp2-1-121-exam-clean-proof",".pdf","174309","no","no","pending","","","",""
"CP2","2021","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 2/Apr21/CP2-2_121_EXAM_Clean Proof.pdf","CP2-2_121_EXAM_Clean Proof.pdf","cp2-2021-april-question-paper-cp2-2-121-exam-clean-proof",".pdf","243221","no","no","pending","","","",""
"CP2","2021","April","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 1/Apr21/121_CP2-P1_Data for candidate v3.xlsx","121_CP2-P1_Data for candidate v3.xlsx","cp2-2021-april-supplementary-workbook-121-cp2-p1-data-for-candidate-v3",".xlsx","784740","no","no","pending","","","",""
"CP2","2021","April","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 2/Apr21/121_CP2-P2_Model for candidates v12.xlsx","121_CP2-P2_Model for candidates v12.xlsx","cp2-2021-april-supplementary-workbook-121-cp2-p2-model-for-candidates-v12",".xlsx","138789","no","no","pending","","","",""
"CP2","2021","September","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/IandF_CP2_paper 1_202109_Examiner Report.pdf","IandF_CP2_paper 1_202109_Examiner Report.pdf","cp2-2021-september-examiner-report-iandf-cp2-paper-1-202109-examiner-report",".pdf","65415","no","yes","pending","","","",""
"CP2","2021","September","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/IandF_CP2_paper 2_202109_Examiner Report.pdf","IandF_CP2_paper 2_202109_Examiner Report.pdf","cp2-2021-september-examiner-report-iandf-cp2-paper-2-202109-examiner-report",".pdf","63371","no","yes","pending","","","",""
"CP2","2021","September","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221 CP2 P2 Model solution.xlsx","221 CP2 P2 Model solution.xlsx","cp2-2021-september-mark-scheme-221-cp2-p2-model-solution",".xlsx","96821","yes","no","pending","","","",""
"CP2","2021","September","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221 CP2 P2 Summary solution Final.pdf","221 CP2 P2 Summary solution Final.pdf","cp2-2021-september-mark-scheme-221-cp2-p2-summary-solution-final",".pdf","88940","yes","no","pending","","","",""
"CP2","2021","September","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221_CP2_P1_Model solution_v3.xlsx","221_CP2_P1_Model solution_v3.xlsx","cp2-2021-september-mark-scheme-221-cp2-p1-model-solution-v3",".xlsx","496725","yes","no","pending","","","",""
"CP2","2021","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221_CP2_P1_Audit trail_v3.pdf","221_CP2_P1_Audit trail_v3.pdf","cp2-2021-september-question-paper-221-cp2-p1-audit-trail-v3",".pdf","47698","no","no","pending","","","",""
"CP2","2021","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/CP2-1_221_EXAM_Final Clean.pdf","CP2-1_221_EXAM_Final Clean.pdf","cp2-2021-september-question-paper-cp2-1-221-exam-final-clean",".pdf","213338","no","no","pending","","","",""
"CP2","2021","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/CP2-2_221_EXAM_Final Clean.pdf","CP2-2_221_EXAM_Final Clean.pdf","cp2-2021-september-question-paper-cp2-2-221-exam-final-clean",".pdf","224407","no","no","pending","","","",""
"CP2","2021","September","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221 CP2 P2  Model for candidate.xlsx","221 CP2 P2  Model for candidate.xlsx","cp2-2021-september-supplementary-workbook-221-cp2-p2-model-for-candidate",".xlsx","52643","no","no","pending","","","",""
"CP2","2021","September","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221_CP2_P1_Data for candidate.xlsx","221_CP2_P1_Data for candidate.xlsx","cp2-2021-september-supplementary-workbook-221-cp2-p1-data-for-candidate",".xlsx","45277","no","no","pending","","","",""
"CP2","2022","April","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 1/Apr22/IandF_CP2_paper 1_202204_Examiner Report.pdf","IandF_CP2_paper 1_202204_Examiner Report.pdf","cp2-2022-april-examiner-report-iandf-cp2-paper-1-202204-examiner-report",".pdf","68434","no","yes","pending","","","",""
"CP2","2022","April","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 2/Apr22/IandF_CP2_paper 2_202204_Examiner Report.pdf","IandF_CP2_paper 2_202204_Examiner Report.pdf","cp2-2022-april-examiner-report-iandf-cp2-paper-2-202204-examiner-report",".pdf","51424","no","yes","pending","","","",""
"CP2","2022","April","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 1/Apr22/122_CP2_P1_Model for solution.xlsx","122_CP2_P1_Model for solution.xlsx","cp2-2022-april-mark-scheme-122-cp2-p1-model-for-solution",".xlsx","495608","yes","no","pending","","","",""
"CP2","2022","April","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 2/Apr22/122_CP2-P2_Model solution v7.xlsx","122_CP2-P2_Model solution v7.xlsx","cp2-2022-april-mark-scheme-122-cp2-p2-model-solution-v7",".xlsx","698902","yes","no","pending","","","",""
"CP2","2022","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Apr22/122_CP2_P1_Audit trail.docx","122_CP2_P1_Audit trail.docx","cp2-2022-april-question-paper-122-cp2-p1-audit-trail",".docx","43052","no","no","pending","","","",""
"CP2","2022","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 2/Apr22/122_CP2_P2_Summary_v7.docx","122_CP2_P2_Summary_v7.docx","cp2-2022-april-question-paper-122-cp2-p2-summary-v7",".docx","177230","no","no","pending","","","",""
"CP2","2022","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Apr22/CP2-1_April22_EXAM_Clean Proof.pdf","CP2-1_April22_EXAM_Clean Proof.pdf","cp2-2022-april-question-paper-cp2-1-april22-exam-clean-proof",".pdf","261742","no","no","pending","","","",""
"CP2","2022","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 2/Apr22/CP2-2_April22_EXAM_Clean Proof.pdf","CP2-2_April22_EXAM_Clean Proof.pdf","cp2-2022-april-question-paper-cp2-2-april22-exam-clean-proof",".pdf","208212","no","no","pending","","","",""
"CP2","2022","April","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 1/Apr22/122_CP2_P1_Data for Candidate.xlsx","122_CP2_P1_Data for Candidate.xlsx","cp2-2022-april-supplementary-workbook-122-cp2-p1-data-for-candidate",".xlsx","80871","no","no","pending","","","",""
"CP2","2022","April","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 2/Apr22/122_CP2-P2_Model for candidate v6.xlsx","122_CP2-P2_Model for candidate v6.xlsx","cp2-2022-april-supplementary-workbook-122-cp2-p2-model-for-candidate-v6",".xlsx","429966","no","no","pending","","","",""
"CP2","2022","September","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 1/Sep22/IandF_CP2 Paper 1_202209_Examiner Report.pdf","IandF_CP2 Paper 1_202209_Examiner Report.pdf","cp2-2022-september-examiner-report-iandf-cp2-paper-1-202209-examiner-report",".pdf","120415","no","yes","pending","","","",""
"CP2","2022","September","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 2/Sep22/IandF_CP2 Paper 2_202209_Examiner Report.pdf","IandF_CP2 Paper 2_202209_Examiner Report.pdf","cp2-2022-september-examiner-report-iandf-cp2-paper-2-202209-examiner-report",".pdf","119459","no","yes","pending","","","",""
"CP2","2022","September","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 1/Sep22/222_CP2_P1_Model for Solution.xlsx","222_CP2_P1_Model for Solution.xlsx","cp2-2022-september-mark-scheme-222-cp2-p1-model-for-solution",".xlsx","632903","yes","no","pending","","","",""
"CP2","2022","September","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 2/Sep22/222_CP2-P2_Model solution.xlsx","222_CP2-P2_Model solution.xlsx","cp2-2022-september-mark-scheme-222-cp2-p2-model-solution",".xlsx","117935","yes","no","pending","","","",""
"CP2","2022","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Sep22/222_CP2_P1_Audit trail (1).docx","222_CP2_P1_Audit trail (1).docx","cp2-2022-september-question-paper-222-cp2-p1-audit-trail-1",".docx","30490","no","no","pending","","","",""
"CP2","2022","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 2/Sep22/222_CP2-P2_Summary.docx","222_CP2-P2_Summary.docx","cp2-2022-september-question-paper-222-cp2-p2-summary",".docx","55028","no","no","pending","","","",""
"CP2","2022","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Sep22/CP2-1_September22_EXAM.pdf","CP2-1_September22_EXAM.pdf","cp2-2022-september-question-paper-cp2-1-september22-exam",".pdf","182408","no","no","pending","","","",""
"CP2","2022","September","question-paper","resources/past-papers/raw/CP2/CP2 Paper 2/Sep22/CP2-2_September22_EXAM.pdf","CP2-2_September22_EXAM.pdf","cp2-2022-september-question-paper-cp2-2-september22-exam",".pdf","194725","no","no","pending","","","",""
"CP2","2022","September","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 1/Sep22/222_CP2_P1_Data for Candidate.xlsx","222_CP2_P1_Data for Candidate.xlsx","cp2-2022-september-supplementary-workbook-222-cp2-p1-data-for-candidate",".xlsx","34398","no","no","pending","","","",""
"CP2","2022","September","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 2/Sep22/222_CP2-P2_Model for candidate.xlsx","222_CP2-P2_Model for candidate.xlsx","cp2-2022-september-supplementary-workbook-222-cp2-p2-model-for-candidate",".xlsx","77478","no","no","pending","","","",""
"CP2","2023","April","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 2/Apr23/IandF_CP2 2_202304_Examiner report.pdf","IandF_CP2 2_202304_Examiner report.pdf","cp2-2023-april-examiner-report-iandf-cp2-2-202304-examiner-report",".pdf","93233","no","yes","pending","","","",""
"CP2","2023","April","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 1/Apr23/IandF_CP21_202304_Examiner Report.pdf","IandF_CP21_202304_Examiner Report.pdf","cp2-2023-april-examiner-report-iandf-cp21-202304-examiner-report",".pdf","92230","no","yes","pending","","","",""
"CP2","2023","April","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 1/Apr23/123_CP2_P1_solution.xlsx","123_CP2_P1_solution.xlsx","cp2-2023-april-mark-scheme-123-cp2-p1-solution",".xlsx","2126545","yes","no","pending","","","",""
"CP2","2023","April","mark-scheme","resources/past-papers/raw/CP2/CP2 Paper 2/Apr23/123_CP2-P2_Model Solution_V2.xlsx","123_CP2-P2_Model Solution_V2.xlsx","cp2-2023-april-mark-scheme-123-cp2-p2-model-solution-v2",".xlsx","519766","yes","no","pending","","","",""
"CP2","2023","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Apr23/123_CP2_P1_Audit trail.docx","123_CP2_P1_Audit trail.docx","cp2-2023-april-question-paper-123-cp2-p1-audit-trail",".docx","35586","no","no","pending","","","",""
"CP2","2023","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 2/Apr23/123_CP2-P2_Summary_Draft v3.docx","123_CP2-P2_Summary_Draft v3.docx","cp2-2023-april-question-paper-123-cp2-p2-summary-draft-v3",".docx","60667","no","no","pending","","","",""
"CP2","2023","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 1/Apr23/CP2-1_April23_EXAM_Clean Proof.pdf","CP2-1_April23_EXAM_Clean Proof.pdf","cp2-2023-april-question-paper-cp2-1-april23-exam-clean-proof",".pdf","896442","no","no","pending","","","",""
"CP2","2023","April","question-paper","resources/past-papers/raw/CP2/CP2 Paper 2/Apr23/CP2-2_April23_EXAM_Clean Proof.pdf","CP2-2_April23_EXAM_Clean Proof.pdf","cp2-2023-april-question-paper-cp2-2-april23-exam-clean-proof",".pdf","225322","no","no","pending","","","",""
"CP2","2023","April","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 1/Apr23/123_CP2_P1_data_for_candidates.xlsx","123_CP2_P1_data_for_candidates.xlsx","cp2-2023-april-supplementary-workbook-123-cp2-p1-data-for-candidates",".xlsx","260032","no","no","pending","","","",""
"CP2","2023","April","supplementary-workbook","resources/past-papers/raw/CP2/CP2 Paper 2/Apr23/123_CP2-P2_Model for Candidate_v2.xlsx","123_CP2-P2_Model for Candidate_v2.xlsx","cp2-2023-april-supplementary-workbook-123-cp2-p2-model-for-candidate-v2",".xlsx","81711","no","no","pending","","","",""
"CP2","2023","September","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 1/Sep23/IandF_CP21_202309_Examiner Report.pdf","IandF_CP21_202309_Examiner Report.pdf","cp2-2023-september-examiner-report-iandf-cp21-202309-examiner-report",".pdf","83032","no","yes","pending","","","",""
"CP2","2023","September","examiner-report","resources/past-papers/raw/CP2/CP2 Paper 2/Sep23/IandF_CP22_202309_Examiner Report.pdf","IandF_CP22_202309_Examiner Report.pdf","cp2-2023-september-examiner-report-iandf-cp22-202309-examiner-report",".pdf","100422","no","yes","pending","","","",""
