"exam_code","source_path","destination_path","relative_path","file_ext","size_bytes","sha256","last_ingested_utc"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Apr25\CP1_Paper2_April2025_Examiners' Report.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Apr25/CP1_Paper2_April2025_Examiners' Report.pdf","CP1/CP1 Paper 2/Apr25/CP1_Paper2_April2025_Examiners' Report.pdf",".pdf","754247","C487E9F879493755FD7F1C838F4843B9E76B223EB717974E8B4EA0F2A7B214CB","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep20\IandF_CP1_paper2_202009_Examiners_Report.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep20/IandF_CP1_paper2_202009_Examiners_Report.pdf","CP1/CP1 Paper 2/Sep20/IandF_CP1_paper2_202009_Examiners_Report.pdf",".pdf","138737","C1EF084F3F0603219F25B885E2A183805729464A13D3C639AD991DE47F63C24B","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep20\IandF_CP1_paper2_202009_ExamPaper.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep20/IandF_CP1_paper2_202009_ExamPaper.pdf","CP1/CP1 Paper 2/Sep20/IandF_CP1_paper2_202009_ExamPaper.pdf",".pdf","163247","C9B738A0F2CEF2BEBD631FCC921A8A259C6CCFDB5FA453B2DE5D0E266631237C","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep21\CP12_221_EXAM_Final Clean.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep21/CP12_221_EXAM_Final Clean.pdf","CP1/CP1 Paper 2/Sep21/CP12_221_EXAM_Final Clean.pdf",".pdf","198774","EE4846452B71E5B4CE5D59F2AE71876990369CEEAB905637A5039C0B768B392A","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep21\IandF_CP1_Paper 2_202109_Examiner Report.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep21/IandF_CP1_Paper 2_202109_Examiner Report.pdf","CP1/CP1 Paper 2/Sep21/IandF_CP1_Paper 2_202109_Examiner Report.pdf",".pdf","167221","DA2EE830EDD50477632CB48C0058DD8EE785F848E1123910EF310F771AECA9CA","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep22\CP1-2_September22_EXAM.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep22/CP1-2_September22_EXAM.pdf","CP1/CP1 Paper 2/Sep22/CP1-2_September22_EXAM.pdf",".pdf","167076","B78C8B17444817A630DD613C90FEC309BA5F5C040CE87F28094FD14F771D6EA0","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep22\IandF_CP1 Paper 2_202209_Examiner Report.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep22/IandF_CP1 Paper 2_202209_Examiner Report.pdf","CP1/CP1 Paper 2/Sep22/IandF_CP1 Paper 2_202209_Examiner Report.pdf",".pdf","126929","89B394265479EF9E40315728B655433B2F80F4EF9F3B72C286A334FE71EE827A","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep23\CP12_September23_EXAM_Clean Proof.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep23/CP12_September23_EXAM_Clean Proof.pdf","CP1/CP1 Paper 2/Sep23/CP12_September23_EXAM_Clean Proof.pdf",".pdf","178490","9ADF2D360949B0899246C1710C5B1605FF85A007324CC45AA54D540DBF9DCA2F","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep23\IandF_CP12_202309_Examiner Report.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep23/IandF_CP12_202309_Examiner Report.pdf","CP1/CP1 Paper 2/Sep23/IandF_CP12_202309_Examiner Report.pdf",".pdf","153811","4094DE2754BC266D79B1CEDDB8B189A99BA79B9BEA5837B7BEF907772BEB80F8","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep24\CP1-2_September 2024_Exam Paper.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep24/CP1-2_September 2024_Exam Paper.pdf","CP1/CP1 Paper 2/Sep24/CP1-2_September 2024_Exam Paper.pdf",".pdf","141592","BFEC8B868EFE1C98128510E081EFECAD79108A563558D77F1F6B42B342F0CA9C","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep24\CP1-2_September 2024_Examiner Report.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep24/CP1-2_September 2024_Examiner Report.pdf","CP1/CP1 Paper 2/Sep24/CP1-2_September 2024_Examiner Report.pdf",".pdf","406380","C110A2A70B00F349BBFFB4BC00710472C8EA4FB24312B095246F9E2852ED8741","2026-06-15T23:23:19Z"
"CP1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP1\CP1 Paper 2\Sep25\CP12_Sept 2025_Exam.pdf","resources/past-papers/raw/CP1/CP1 Paper 2/Sep25/CP12_Sept 2025_Exam.pdf","CP1/CP1 Paper 2/Sep25/CP12_Sept 2025_Exam.pdf",".pdf","157994","736400822C47BB573F8D7B775468F74193830335F2B77655DDF641999C0BD89E","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr21\121_CP2-P1_Audit trail v5.docx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr21/121_CP2-P1_Audit trail v5.docx","CP2/CP2 Paper 1/Apr21/121_CP2-P1_Audit trail v5.docx",".docx","41188","9407DE588BDEA212CFCA40822A1F645AE4637AF6A6623C1F5492A9569337B2D7","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr21\121_CP2-P1_Data for candidate v3.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr21/121_CP2-P1_Data for candidate v3.xlsx","CP2/CP2 Paper 1/Apr21/121_CP2-P1_Data for candidate v3.xlsx",".xlsx","784740","A4432FB17F38FB1135AF27C80AD40E573629B95A1A1775EDDE4D6B52735C1253","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr21\121_CP2-P1_Model for Solution_v12.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr21/121_CP2-P1_Model for Solution_v12.xlsx","CP2/CP2 Paper 1/Apr21/121_CP2-P1_Model for Solution_v12.xlsx",".xlsx","5350492","C3026F219732A7E8865B2AC7D18A81D2F585B022126244343C63D8446D430EE1","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr21\CP2-1_121_EXAM_Clean Proof.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Apr21/CP2-1_121_EXAM_Clean Proof.pdf","CP2/CP2 Paper 1/Apr21/CP2-1_121_EXAM_Clean Proof.pdf",".pdf","174309","98476E3B2161D8CEB328826341A043F273625176943128577AF255EF4B882A83","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr21\IandF_CP2_202104_Examiners_Report_v1.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Apr21/IandF_CP2_202104_Examiners_Report_v1.pdf","CP2/CP2 Paper 1/Apr21/IandF_CP2_202104_Examiners_Report_v1.pdf",".pdf","115849","19EC9FCD605CF87C2E082F5FAC65D62AE0D35B4A0A6E6C5D5E0759749E8F0375","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr22\122_CP2_P1_Audit trail.docx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr22/122_CP2_P1_Audit trail.docx","CP2/CP2 Paper 1/Apr22/122_CP2_P1_Audit trail.docx",".docx","43052","7A6FC0946B0E0F0B020D3D8101CC43154D31981870324E003B09C4252D396960","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr22\122_CP2_P1_Data for Candidate.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr22/122_CP2_P1_Data for Candidate.xlsx","CP2/CP2 Paper 1/Apr22/122_CP2_P1_Data for Candidate.xlsx",".xlsx","80871","0EDDF157AE2B2346A19E618048232EA71DD4896141FF0BA70BAA7578FE4055FD","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr22\122_CP2_P1_Model for solution.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr22/122_CP2_P1_Model for solution.xlsx","CP2/CP2 Paper 1/Apr22/122_CP2_P1_Model for solution.xlsx",".xlsx","495608","578FC16A2BB270ECF876C6CA3BFB177879BCB248A2437CA939CD07179C0BF37E","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr22\CP2-1_April22_EXAM_Clean Proof.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Apr22/CP2-1_April22_EXAM_Clean Proof.pdf","CP2/CP2 Paper 1/Apr22/CP2-1_April22_EXAM_Clean Proof.pdf",".pdf","261742","FB8F397818E1DB0246AB2CAC9D02EDE3FEB93F77829068A54F22FBF15C74D96B","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr22\IandF_CP2_paper 1_202204_Examiner Report.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Apr22/IandF_CP2_paper 1_202204_Examiner Report.pdf","CP2/CP2 Paper 1/Apr22/IandF_CP2_paper 1_202204_Examiner Report.pdf",".pdf","68434","4C04F3A0AC3BA8A08E8D61DA556A776A05AC59B94A3D3FAF2E5D4CD041802EAF","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr23\123_CP2_P1_Audit trail.docx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr23/123_CP2_P1_Audit trail.docx","CP2/CP2 Paper 1/Apr23/123_CP2_P1_Audit trail.docx",".docx","35586","CC2FA3ECD8D59758485544F3D240818796519E6B96EC11D0E03671370146FEA5","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr23\123_CP2_P1_data_for_candidates.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr23/123_CP2_P1_data_for_candidates.xlsx","CP2/CP2 Paper 1/Apr23/123_CP2_P1_data_for_candidates.xlsx",".xlsx","260032","940F0A0D43F1FCCF0B693B750FAD268DD6CD979548AB0C739673314E58984293","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr23\123_CP2_P1_solution.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr23/123_CP2_P1_solution.xlsx","CP2/CP2 Paper 1/Apr23/123_CP2_P1_solution.xlsx",".xlsx","2126545","24CE64602BC5359F50DFED6FABFDD58C271ED661C6AAC70B8554588F7F2B65DC","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr23\CP2-1_April23_EXAM_Clean Proof.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Apr23/CP2-1_April23_EXAM_Clean Proof.pdf","CP2/CP2 Paper 1/Apr23/CP2-1_April23_EXAM_Clean Proof.pdf",".pdf","896442","91B3B7B4F1696D62A813062C597108DC02FF1393A6F9391B60FABAFA9D6A4F34","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr23\IandF_CP21_202304_Examiner Report.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Apr23/IandF_CP21_202304_Examiner Report.pdf","CP2/CP2 Paper 1/Apr23/IandF_CP21_202304_Examiner Report.pdf",".pdf","92230","C8A3AB5F5ED1BC8FDF1C69ED8ADB89D6917E687EB3DD60F82A096722EC37A3E5","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr24\CP2-1_April 2024_Examiner Report.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Apr24/CP2-1_April 2024_Examiner Report.pdf","CP2/CP2 Paper 1/Apr24/CP2-1_April 2024_Examiner Report.pdf",".pdf","295097","C8196A453DFBCD10AD15291EDEE21467D0D7E2E1D1CEDB894B4098EB51077C99","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr24\CP2-1_April_2024_Data_for_candidate.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr24/CP2-1_April_2024_Data_for_candidate.xlsx","CP2/CP2 Paper 1/Apr24/CP2-1_April_2024_Data_for_candidate.xlsx",".xlsx","108125","A194830F26C51B512510718131A10B5CEB8B8EBBEEA193C880191DCA2E94F383","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr24\CP2-1_April_2024_Exam_Paper.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Apr24/CP2-1_April_2024_Exam_Paper.pdf","CP2/CP2 Paper 1/Apr24/CP2-1_April_2024_Exam_Paper.pdf",".pdf","240546","3EEE074EA7B7CD5BEF814D3976E55D8CF8F5F879CA2277928D076C459192B826","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr24\CP2-1_Audit trail.docx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr24/CP2-1_Audit trail.docx","CP2/CP2 Paper 1/Apr24/CP2-1_Audit trail.docx",".docx","42121","8801E99C134157D023F68BFB515B8F9BFE3777FCA91E0A85DD6FF7AEFE94925F","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr24\CP2-1_Model for solution.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr24/CP2-1_Model for solution.xlsx","CP2/CP2 Paper 1/Apr24/CP2-1_Model for solution.xlsx",".xlsx","949113","59A6FF886399088B234A75328492EB8384AEAC275D723BC7EC7C35D91611877B","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr25\CP2_P1_April2025_ Exam Paper.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Apr25/CP2_P1_April2025_ Exam Paper.pdf","CP2/CP2 Paper 1/Apr25/CP2_P1_April2025_ Exam Paper.pdf",".pdf","194474","705F9B036DF2042385F551909314D25582EE64E17F76CAA37E523E7674CF7124","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr25\CP2_P1_April2025_Audit trail.docx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr25/CP2_P1_April2025_Audit trail.docx","CP2/CP2 Paper 1/Apr25/CP2_P1_April2025_Audit trail.docx",".docx","54672","C41EFCA270D42A0806A4FB04D4DDCE7AEEAA9AD81EE8945F64BCB0D5032BB61C","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr25\CP2_P1_April2025_Data for candidate.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr25/CP2_P1_April2025_Data for candidate.xlsx","CP2/CP2 Paper 1/Apr25/CP2_P1_April2025_Data for candidate.xlsx",".xlsx","21271","565B7831A9C14E1F232274A791A41B849528F027BA701D6CC486825FCB39876C","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr25\CP2_P1_April2025_Examiners' Report.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Apr25/CP2_P1_April2025_Examiners' Report.pdf","CP2/CP2 Paper 1/Apr25/CP2_P1_April2025_Examiners' Report.pdf",".pdf","687809","8CA6FB0E7FBFEBBA882DF5071A8184B8B0A55EE53EB124FBD4A0D815FCE441EE","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Apr25\CP2_P1_April2025_Model for solution.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Apr25/CP2_P1_April2025_Model for solution.xlsx","CP2/CP2 Paper 1/Apr25/CP2_P1_April2025_Model for solution.xlsx",".xlsx","112622","1CD0FDD5AA3CB65E6B79AA5F88D044099BD886DA6C6F04876CD069107A2BC144","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep20\220_CP2-P1_Audit trail v3.docx","resources/past-papers/raw/CP2/CP2 Paper 1/Sep20/220_CP2-P1_Audit trail v3.docx","CP2/CP2 Paper 1/Sep20/220_CP2-P1_Audit trail v3.docx",".docx","28784","888338250CB7FF293F6CC5815DC7120C04A99157FB5CCBD876C6F57C8E9F47F5","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep20\220_CP2-P1_Model solution v2.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Sep20/220_CP2-P1_Model solution v2.xlsx","CP2/CP2 Paper 1/Sep20/220_CP2-P1_Model solution v2.xlsx",".xlsx","177846","CEB4F711F322254718CABA44223203676AC94338DB6C472FC1D199F72AEE9DF8","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep20\IandF_CP2_202009_Examiners_Report.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep20/IandF_CP2_202009_Examiners_Report.pdf","CP2/CP2 Paper 1/Sep20/IandF_CP2_202009_Examiners_Report.pdf",".pdf","82602","E44AD33BAAC2A9F6FA9CDA3831C4DB4394D8AA350637FA15B6AFDF4A4958C239","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep20\IandF_CP2_paper1_202009_Data for candidate.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Sep20/IandF_CP2_paper1_202009_Data for candidate.xlsx","CP2/CP2 Paper 1/Sep20/IandF_CP2_paper1_202009_Data for candidate.xlsx",".xlsx","22546","728A26FB70696686FC2124392F6871201627E78543133DDFB7F8C6DC3F50B085","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep20\IandF_CP2_paper1_202009_ExamPaper.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep20/IandF_CP2_paper1_202009_ExamPaper.pdf","CP2/CP2 Paper 1/Sep20/IandF_CP2_paper1_202009_ExamPaper.pdf",".pdf","284936","619573C251BC80F7F4AE77E990C398AA443D0A559EA5C10D8A0D84B25F99325A","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep21\221 CP2 P2  Model for candidate.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221 CP2 P2  Model for candidate.xlsx","CP2/CP2 Paper 1/Sep21/221 CP2 P2  Model for candidate.xlsx",".xlsx","52643","3D373BB43196B2BC007B0E35ABF09A03E783A19B6BCE8DD4A0E34704D36E6E82","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep21\221 CP2 P2 Model solution.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221 CP2 P2 Model solution.xlsx","CP2/CP2 Paper 1/Sep21/221 CP2 P2 Model solution.xlsx",".xlsx","96821","05F6386E8DDF7E82C7278F5894E19CF04639DFCB8209935B2DEA1F5BC5B729A5","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep21\221 CP2 P2 Summary solution Final.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221 CP2 P2 Summary solution Final.pdf","CP2/CP2 Paper 1/Sep21/221 CP2 P2 Summary solution Final.pdf",".pdf","88940","0ED8959C291D1787D8A346A3A37AD8B33F8692C187D6FA90D8BD870C44A80EDC","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep21\221_CP2_P1_Audit trail_v3.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221_CP2_P1_Audit trail_v3.pdf","CP2/CP2 Paper 1/Sep21/221_CP2_P1_Audit trail_v3.pdf",".pdf","47698","3740E5755C9C38D1A694B19906B561672A202A14BC52258947B550CBE1591040","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep21\221_CP2_P1_Data for candidate.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221_CP2_P1_Data for candidate.xlsx","CP2/CP2 Paper 1/Sep21/221_CP2_P1_Data for candidate.xlsx",".xlsx","45277","C41D3B66FDAD2095BA8C0F44B9AA1431DD074B801FF556EE89EF74465D0AD153","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep21\221_CP2_P1_Model solution_v3.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/221_CP2_P1_Model solution_v3.xlsx","CP2/CP2 Paper 1/Sep21/221_CP2_P1_Model solution_v3.xlsx",".xlsx","496725","642F06951002FDD921746E701884AA42F3BEFA37759EF92A86F65CBA5ECA1838","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep21\CP2-1_221_EXAM_Final Clean.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/CP2-1_221_EXAM_Final Clean.pdf","CP2/CP2 Paper 1/Sep21/CP2-1_221_EXAM_Final Clean.pdf",".pdf","213338","13942F710ADD1E3E7AE95653D4077F76346209CB8BD3E326E3F07B6EBB7F2FF1","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep21\CP2-2_221_EXAM_Final Clean.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/CP2-2_221_EXAM_Final Clean.pdf","CP2/CP2 Paper 1/Sep21/CP2-2_221_EXAM_Final Clean.pdf",".pdf","224407","E15B58625DDF946066C9C47D1968A17FFC3C75E959F786D2FC3BDC6A68EC4F1A","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep21\IandF_CP2_paper 1_202109_Examiner Report.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/IandF_CP2_paper 1_202109_Examiner Report.pdf","CP2/CP2 Paper 1/Sep21/IandF_CP2_paper 1_202109_Examiner Report.pdf",".pdf","65415","B23DBA655A0181E6F5D7E83FD127F98BFB222B426287E6780E000EB2AB600889","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep21\IandF_CP2_paper 2_202109_Examiner Report.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep21/IandF_CP2_paper 2_202109_Examiner Report.pdf","CP2/CP2 Paper 1/Sep21/IandF_CP2_paper 2_202109_Examiner Report.pdf",".pdf","63371","1061862D0671D23E7D083419526BD100E2EB0EBE2191A4FF536C79BCD25D235A","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep22\222_CP2_P1_Audit trail (1).docx","resources/past-papers/raw/CP2/CP2 Paper 1/Sep22/222_CP2_P1_Audit trail (1).docx","CP2/CP2 Paper 1/Sep22/222_CP2_P1_Audit trail (1).docx",".docx","30490","8999A5A11126A6C0C4DEE572C323B81D81114F7BCEEE84829C2283148A00249A","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep22\222_CP2_P1_Data for Candidate.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Sep22/222_CP2_P1_Data for Candidate.xlsx","CP2/CP2 Paper 1/Sep22/222_CP2_P1_Data for Candidate.xlsx",".xlsx","34398","CA28A7D9E3FB180E56C198A0EF912023184C8FA10B62E1E23724E38B16062B9F","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep22\222_CP2_P1_Model for Solution.xlsx","resources/past-papers/raw/CP2/CP2 Paper 1/Sep22/222_CP2_P1_Model for Solution.xlsx","CP2/CP2 Paper 1/Sep22/222_CP2_P1_Model for Solution.xlsx",".xlsx","632903","F4148F6959B427BC3BEB5FCEB13E077356BC688DF6D85592479EF216D24713D5","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep22\CP2-1_September22_EXAM.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep22/CP2-1_September22_EXAM.pdf","CP2/CP2 Paper 1/Sep22/CP2-1_September22_EXAM.pdf",".pdf","182408","E75C43B3244108F74607B4CC949242E02A83F5138101FFE890B8AB3F80A786EF","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep22\IandF_CP2 Paper 1_202209_Examiner Report.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep22/IandF_CP2 Paper 1_202209_Examiner Report.pdf","CP2/CP2 Paper 1/Sep22/IandF_CP2 Paper 1_202209_Examiner Report.pdf",".pdf","120415","3D4EC6D786095F242566756DD130DB4DD9F39A527E98DE3765581F757BBAB0B8","2026-06-15T23:23:19Z"
"CP2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CP2\CP2 Paper 1\Sep23\223_CP2_P1_Audit trail.pdf","resources/past-papers/raw/CP2/CP2 Paper 1/Sep23/223_CP2_P1_Audit trail.pdf","CP2/CP2 Paper 1/Sep23/223_CP2_P1_Audit trail.pdf",".pdf","62741","82F386341C20F71B2093EBA1614BFF0982C1EB5C6EDC291AEFE79F818F20D607","2026-06-15T23:23:19Z"
